grade,token_count,row,prompt_char_count,real_prompt_tokens,updated_token_ratio
0.04398826979472141,22182,104,108152,22182,0.22455238484680318
0.9943502824858758,31840,106,150755,31840,0.22455238484680318
0.05055611729019211,15933,103,81071,15933,0.22455238484680318
0.9977064220183486,29497,105,139036,29497,0.22455238484680318
0.056246619794483504,29927,101,141221,29927,0.22455238484680318
0.1464968152866242,139591,57,666248,139591,0.22455238484680318
0.03843255463451394,17646,100,84842,17646,0.22455238484680318
1.0,16270,102,77461,16270,0.22455238484680318
0.028733306353702956,27783,108,135535,27783,0.20939909310262764
0.024096385542168676,20410,107,97342,20410,0.20939909310262764
0.0731244064577398,137556,45,664473,137556,0.20939909310262764
0.05230496453900709,146562,94,711228,146562,0.20939909310262764
0.12976313079299692,175104,37,833829,175104,0.20939909310262764
0.055598455598455596,153129,74,733880,153129,0.20939909310262764
0.0,139088,56,661992,139088,0.20939909310262764
0.06652806652806653,140701,88,684263,140701,0.20939909310262764
0.6987341772151898,140260,87,673594,140260,0.20939909310262764
0.027462121212121212,173566,34,836018,173566,0.20939909310262764
0.23201984017635713,141131,70,672697,141131,0.20883848228874494
0.08025554002794968,178696,8,852458,178696,0.20883848228874494
0.08056872037914692,161123,50,766740,161123,0.20883848228874494
0.051433251433251434,142408,48,682583,142408,0.20883848228874494
0.0,139218,7,663528,139218,0.20883848228874494
0.053633681952266025,145350,33,700681,145350,0.20883848228874494
0.02618657937806874,176331,84,853793,176331,0.20883848228874494
0.0870282532480924,132681,78,630630,132681,0.20883848228874494
0.0,145815,20,702607,145815,0.20883848228874494
0.0,155734,1,744605,155734,0.20883848228874494
0.0156,140835,64,672328,140835,0.2088499992873586
0.1176056338028169,176984,13,877890,176984,0.2088499992873586
0.040152963671128104,182406,19,875146,182406,0.2088499992873586
0.171447631754503,179365,76,856564,179365,0.2088499992873586
0.05221556886227545,178091,46,856318,178091,0.2088499992873586
0.9971114962449451,168838,27,808300,168838,0.2088499992873586
0.08922610015174506,162091,6,772143,162091,0.2088499992873586
0.05946601941747573,134990,32,646549,134990,0.2088499992873586
0.052945385165752444,134590,71,648366,134590,0.2088499992873586
0.16233766233766234,175164,35,832975,175164,0.2088499992873586
0.13621454755932857,169839,96,811781,169839,0.2086895500976847
0.0,178424,11,861343,178424,0.2086895500976847
0.0342407122068139,167086,29,805120,167086,0.2086895500976847
0.07896360271437385,158553,89,763351,158553,0.2086895500976847
0.019349164467897976,182832,10,880860,182832,0.2086895500976847
0.08,150817,82,719678,150817,0.2086895500976847
0.07868020304568528,181986,38,874883,181986,0.2086895500976847
0.026437541308658295,185551,9,887897,185551,0.2086895500976847
0.05326460481099656,145937,0,704124,145937,0.2086895500976847
0.15561959654178675,16191,152,76524,16191,0.2086895500976847
0.12466124661246612,18757,132,86581,18757,0.2086895500976847
0.0,17873,134,86772,17873,0.2086895500976847
0.33140655105973027,22662,148,107180,22662,0.2086895500976847
0.03803022915650902,24133,118,118920,24133,0.2086895500976847
0.995,27121,136,127480,27121,0.2086895500976847
0.4351073762838469,19140,135,89432,19140,0.2086895500976847
0.0,20824,114,101435,20824,0.2086895500976847
0.04244624406590338,31064,128,148677,31064,0.20982559571000356
0.03655234657039711,30314,137,148777,30314,0.20982559571000356
0.024156601416076635,23814,131,107863,23814,0.20982559571000356
0.03081000496935564,17522,124,89283,17522,0.20982559571000356
0.04127411395244504,17667,109,85124,17667,0.20982559571000356
0.9988340458608628,25599,115,122517,25599,0.20982559571000356
0.07942485450188291,23762,155,113718,23762,0.20982559571000356
0.9953447129239636,25261,156,123779,25261,0.20982559571000356
0.9995224450811844,21700,111,104652,21700,0.20982559571000356
0.9874411302982732,27199,143,128212,27199,0.20982559571000356
1.0,17197,144,83155,17197,0.20874339831867408
0.06976744186046512,17493,130,85001,17493,0.20874339831867408
0.07043040804918949,27116,146,125279,27116,0.20874339831867408
0.033351862145636464,23819,149,110613,23819,0.20874339831867408
0.03545799915576193,28322,119,137795,28322,0.20874339831867408
0.045266594124047876,24725,129,117084,24725,0.20874339831867408
0.0906813627254509,31155,142,153491,31155,0.20874339831867408
0.2572678157962439,24385,127,118598,24385,0.20874339831867408
0.0835030549898167,32064,133,145851,32064,0.20874339831867408
0.09775694676933377,23687,126,110839,23687,0.20874339831867408
1.0,29036,125,140014,29036,0.20928900748525206
0.12158647594278284,32288,113,151163,32288,0.20928900748525206
0.9944422389837237,16283,147,79390,16283,0.20928900748525206
0.05569764137539074,23165,121,106019,23165,0.20928900748525206
0.028328611898016998,27649,140,133065,27649,0.20928900748525206
0.027791087685673215,28385,150,134009,28385,0.20928900748525206
0.13913400369382312,30843,153,149166,30843,0.20928900748525206
0.1120269763956538,29500,157,140298,29500,0.20928900748525206
0.04203821656050955,25155,112,117279,25155,0.20928900748525206
0.17323168149089369,21172,139,103797,21172,0.20928900748525206
0.998869204673954,16511,151,77617,16511,0.20959228012215267
0.06892256591239361,22218,145,109313,22218,0.20959228012215267
0.06676834434841553,31257,138,155569,31257,0.20959228012215267
0.4409448818897638,29494,170,139411,29494,0.20959228012215267
0.9281396910678308,20324,159,92954,20324,0.20959228012215267
0.10570469798657718,22490,123,107751,22490,0.20959228012215267
0.14154281670205238,20922,110,103337,20922,0.20959228012215267
0.08757637474541752,19411,117,96203,19411,0.20959228012215267
0.9537753608031793,27007,120,131484,27007,0.20959228012215267
0.054878048780487805,30864,116,150731,30864,0.20959228012215267
0.12334801762114538,18394,182,87931,18394,0.20900754964253512
0.05564648117839607,23822,154,111431,23822,0.20900754964253512
0.3232876712328767,17893,164,84298,17893,0.20900754964253512
0.037606837606837605,23625,166,115089,23625,0.20900754964253512
0.998567335243553,26466,122,125080,26466,0.20900754964253512
0.03690934901642669,29738,141,143056,29738,0.20900754964253512
0.18908465835840138,28325,158,140615,28325,0.20900754964253512
0.049429657794676805,17822,171,81166,17822,0.20900754964253512
0.10106730559790895,155703,14,750064,155703,0.20900754964253512
0.017543859649122806,24410,183,116238,24410,0.20900754964253512
0.08574380165289257,25784,168,119330,25784,0.20926391341268316
0.044444444444444446,17619,177,79819,17619,0.20926391341268316
0.06413612565445026,22150,161,111526,22150,0.20926391341268316
0.02609939220593493,26962,172,123440,26962,0.20926391341268316
0.08235294117647059,21372,176,104246,21372,0.20926391341268316
0.0949456778460085,30105,189,144628,30105,0.20926391341268316
0.12485414235705951,23383,184,112906,23383,0.20926391341268316
0.15912557193695984,30538,173,147795,30538,0.20926391341268316
0.027574321413183972,20295,160,91041,20295,0.20926391341268316
0.06320441988950276,24024,163,111917,24024,0.20926391341268316
0.029438543247344462,27301,188,132921,27301,0.2094781516638363
0.018262987012987012,16158,162,73412,16158,0.2094781516638363
0.05564648117839607,31143,165,152171,31143,0.2094781516638363
0.11118864852291231,30161,197,144861,30161,0.2094781516638363
