grade,token_count,row,prompt_char_count,real_prompt_tokens,updated_token_ratio
0.02687314962423138,22006,111,104652,22006,0.22770686683996846
0.1483400047092065,21149,110,103337,21149,0.22770686683996846
0.07189072609633357,16510,102,77461,16510,0.22770686683996846
1.0,29977,105,139036,29977,0.22770686683996846
0.06732403944236655,32750,113,151163,32750,0.22770686683996846
0.05055611729019211,16214,103,81071,16214,0.22770686683996846
1.0,28830,119,137795,28830,0.22770686683996846
0.022060131649172744,28283,108,135535,28283,0.22770686683996846
1.0,158402,1,744605,158402,0.21186753427215382
0.025245441795231416,134941,78,630630,134941,0.21186753427215382
0.04203821656050955,25511,112,117279,25511,0.21186753427215382
0.01401664476565922,26047,115,122517,26047,0.21186753427215382
0.03749383325111001,22500,104,108152,22500,0.21186753427215382
0.08994708994708994,20704,107,97342,20704,0.21186753427215382
0.0691358024691358,148457,0,704124,148457,0.21186753427215382
0.06408706166868199,17923,109,85124,17923,0.21186753427215382
0.9973591549295775,24483,118,118920,24483,0.21186753427215382
0.04405922715781871,24091,126,110839,24091,0.21186753427215382
0.11541687636302633,22849,123,107751,22849,0.21200921532198308
0.05621454357916452,31295,116,150731,31295,0.21200921532198308
0.028225806451612902,144834,48,682583,144834,0.21200921532198308
0.03843255463451394,17947,100,84842,17947,0.21200921532198308
0.06359649122807018,185339,68,874958,185339,0.21200921532198308
0.03564466722361459,23496,121,106019,23496,0.21200921532198308
0.980259827906192,19682,117,96203,19682,0.21200921532198308
0.0654577620521893,136835,71,648366,136835,0.21200921532198308
0.9917587939698492,27433,120,131484,27433,0.21200921532198308
0.05352112676056338,141456,56,661992,141456,0.21200921532198308
0.052471304755211993,25169,129,117084,25169,0.21192984580367857
0.04903518728717367,29508,125,140014,29508,0.21192984580367857
1.0,19414,135,89432,19414,0.21192984580367857
0.09841906034290804,153466,82,719678,153466,0.21192984580367857
0.060119415276919906,21150,114,101435,21150,0.21192984580367857
0.9769230769230769,32329,106,150755,32329,0.21192984580367857
0.060118543607112614,24178,131,107863,24178,0.21192984580367857
0.5177016831108532,24718,127,118598,24718,0.21192984580367857
0.0636182902584493,30385,101,141221,30385,0.21192984580367857
0.0338038632986627,137389,32,646549,137389,0.21192984580367857
0.11070110701107011,27561,136,127480,27561,0.21245878583922387
0.968421052631579,27607,143,128212,27607,0.21245878583922387
0.04127883447996762,30285,141,143056,30285,0.21245878583922387
0.010067114093959731,141920,7,663528,141920,0.21245878583922387
0.11662793154447497,21503,139,103797,21503,0.21245878583922387
0.05986530306809678,31654,142,153491,31654,0.21245878583922387
0.061510898775753955,171642,27,808300,171642,0.21245878583922387
0.04515158030531068,149057,94,711228,149057,0.21245878583922387
0.02874407969949371,17770,124,89283,17770,0.21245878583922387
0.33743298643960895,20589,159,92954,20589,0.21245878583922387
0.07458424323870318,163919,50,766740,163919,0.21217785646454473
0.026536930561698365,30734,137,148777,30734,0.21217785646454473
0.17843631778058008,143562,70,672697,143562,0.21217785646454473
0.09544950055493896,142703,87,673594,142703,0.21217785646454473
0.36750483558994196,22965,148,107180,22965,0.21217785646454473
0.02633559066967645,27994,140,133065,27994,0.21217785646454473
0.14933875890132248,31307,153,149166,31307,0.21217785646454473
0.061829652996845424,16476,152,76524,16476,0.21217785646454473
0.05633223684210526,143226,64,672328,143226,0.21217785646454473
0.032458233890214794,28818,150,134009,28818,0.21217785646454473
0.06783022610075366,16570,147,79390,16570,0.21212262020003245
0.17873510540788268,17433,144,83155,17433,0.21212262020003245
0.9867461895294898,31562,128,148677,31562,0.21212262020003245
0.03195352214960058,140008,45,664473,140008,0.21212262020003245
0.2271276595744681,28743,158,140615,28743,0.21212262020003245
0.03942241576896631,22597,145,109313,22597,0.21212262020003245
0.079357581483231,25686,156,123779,25686,0.21212262020003245
0.07044107965766952,24221,154,111431,24221,0.21212262020003245
0.16480826760946424,27534,146,125279,27534,0.21212262020003245
0.0969258589511754,29851,157,140298,29851,0.21212262020003245
0.08898305084745763,19037,132,86581,19037,0.21212033753101278
0.2158956109134045,31830,138,155569,31830,0.21212033753101278
0.14734774066797643,172661,96,811781,172661,0.21212033753101278
0.055460017196904556,17721,130,85001,17721,0.21212033753101278
1.0,18101,134,86772,18101,0.21212033753101278
0.03663366336633663,193086,52,915237,193086,0.21212033753101278
0.9283625730994152,24049,155,113718,24049,0.21212033753101278
0.14756517461878996,214450,53,1020088,214450,0.21212033753101278
0.0639763779527559,200181,99,952821,200181,0.21212033753101278
0.022369668246445498,16789,151,77617,16789,0.21212033753101278
0.44129325014180376,24206,149,110613,24206,0.21200892194175708
1.0,26858,122,125080,26858,0.21200892194175708
0.9978142076502732,197027,72,932375,197027,0.212008921941757
0.031099195710455763,223707,2,1052914,223707,0.212008921941757
0.14006366530241018,227424,77,1067338,227424,0.212008921941757
0.4828752642706131,181809,8,852458,181809,0.212008921941757
0.6507607192254495,180111,13,877890,180111,0.212008921941757
0.09969167523124357,155779,74,733880,155779,0.212008921941757
0.12786421499292785,184339,60,865931,184339,0.212008921941757
0.0278430057027843,169746,29,805120,169746,0.212008921941757
0.04225352112676056,202327,22,961095,202327,0.21138040710411046
0.07684696569920844,188699,9,887897,188699,0.21138040710411046
0.32127659574468087,220548,18,1042149,220548,0.21138040710411046
0.14958592132505175,178147,37,833829,178147,0.21138040710411046
0.06585081585081586,147818,33,700681,147818,0.21138040710411046
0.05385002516356316,141916,57,666248,141916,0.21138040710411046
0.8956134177809054,180983,46,856318,180983,0.21138040710411046
0.01740341106856944,227976,54,1106536,227976,0.21138040710411046
0.04831532104259377,207038,26,971429,207038,0.21138040710411046
0.03625377643504532,179358,84,853793,179358,0.21138040710411046
0.1206246634356489,229977,3,1080486,229977,0.21144991038273409
0.08811881188118811,182351,76,856564,182351,0.21144991038273409
0.011889749594667627,228373,91,1087019,228373,0.21144991038273409
0.06652806652806653,143202,88,684263,143202,0.21144991038273409
0.3221884498480243,18188,164,84298,18188,0.21144991038273409
0.06452897829117706,22432,161,111526,22432,0.21144991038273409
0.05445808862786973,240142,43,1123742,240142,0.21144991038273409
0.06047700170357751,207501,81,973039,207501,0.21144991038273409
0.9994871794871795,186658,55,919934,186658,0.21144991038273409
0.07510058113544926,24477,163,111917,24477,0.21144991038273409
0.0871494855759532,158437,14,750064,158437,0.21126470296205505
0.020273248126928163,205377,80,958722,205377,0.21126470296205505
0.1577981651376147,178146,35,832975,178146,0.21126470296205505
0.03655352480417755,20623,160,91041,20623,0.21126470296205505
0.02791563275434243,210876,28,996549,210876,0.21126470296205505
0.12244897959183673,221167,95,1046997,221167,0.21126470296205505
0.12525727727139077,228004,85,1072419,228004,0.21126470296205505
0.07220216606498195,32585,133,145851,32585,0.21126470296205505
0.07630522088353414,21720,176,104246,21720,0.21126470296205505
0.03140421713772992,28262,178,135199,28262,0.21126470296205505
0.07751937984496124,26182,168,119330,26182,0.21220548947948864
