grade,token_count,row,prompt_char_count,real_prompt_tokens,updated_token_ratio
0.05192833282720923,17020,103,81071,17020,0.24675059146537373
0.0418230563002681,24085,104,108152,24085,0.24675059146537373
0.9283753431494884,32716,101,141221,32716,0.24675059146537373
0.9961886612672701,22489,110,103337,22489,0.24675059146537373
0.9607843137254902,20322,132,86581,20322,0.24675059146537373
0.010084033613445379,151574,7,663528,151574,0.24675059146537373
0.0280688622754491,158601,0,704124,158601,0.24675059146537373
0.037743589743589746,159098,94,711228,159098,0.24675059146537373
0.058209427396393544,158343,33,700681,158343,0.22667570544776744
0.03557312252964427,151367,56,661992,151367,0.22667570544776744
0.16123595505617977,33732,128,148677,33732,0.22667570544776744
0.05969458583988894,26906,129,117084,26906,0.22667570544776744
0.06770428015564202,153044,64,672328,153044,0.22667570544776744
0.09066947812335266,152071,87,673594,152071,0.22667570544776744
0.08072425499811392,158422,20,702607,158422,0.22667570544776744
0.06661021732994638,17653,102,77461,17653,0.22667570544776744
0.018696883852691217,27459,112,117279,27459,0.22667570544776744
0.06976744186046512,18954,130,85001,18954,0.22667570544776744
1.0,31275,125,140014,31275,0.22696746021351794
0.03551190026445032,19226,100,84842,19226,0.22696746021351794
0.038258940948156364,25284,121,106019,25284,0.22696746021351794
0.05257472092185812,25951,126,110839,25951,0.22696746021351794
0.99949924887331,20895,117,96203,20895,0.22696746021351794
0.9961817487590684,30172,108,135535,30172,0.22696746021351794
0.040492957746478875,150268,45,664473,150268,0.22696746021351794
0.038933951332560834,23419,111,104652,23419,0.22696746021351794
0.9984423676012462,27965,115,122517,27965,0.22696746021351794
0.03255813953488372,155074,48,682583,155074,0.2269674602135179
0.9975903614457832,22194,107,97342,22194,0.2269674602135179
0.06713780918727916,34467,106,150755,34467,0.2269674602135179
0.9986916703009159,19213,109,85124,19213,0.2269674602135179
0.1123250910484953,29262,120,131484,29262,0.2269674602135179
0.06652806652806653,152577,88,684263,152577,0.2269674602135179
0.9982363315696648,26224,118,118920,26224,0.2269674602135179
0.06098909780376047,18681,124,89283,18681,0.2269674602135179
0.9984962406015038,26237,131,107863,26237,0.22550171386258677
0.12779316712834718,24389,123,107751,24389,0.22550171386258677
1.0,33256,116,150731,33256,0.22550171386258677
0.07207207207207207,164591,82,719678,164591,0.22550171386258677
